5;198.0000E-3;4.2000;-3.0000;1.3800
10;202.0000E-3;4.2000;-3.0000;-172.4964E-3
15;200.0000E-3;4.1600;-3.0000;346.4870E-3
20;200.0000E-3;4.1600;-3.0000;0.0E+0
30;200.0000E-3;4.1600;-3.0000;-311.1495E-3
40;200.0000E-3;4.1600;-3.0000;1.1077
50;198.0000E-3;4.1600;-3.0000;-346.3203E-3
60;200.0000E-3;4.1600;-3.0000;1.1051
70;200.0000E-3;4.1600;-3.0000;0.0E+0
80;200.0000E-3;4.1600;-3.0000;276.4977E-3
90;200.0000E-3;4.1600;-3.0000;1.2414
100;200.0000E-3;4.1600;-3.0000;-692.3077E-3
200;200.0000E-3;4.1600;-3.0000;0.0E+0
300;202.0000E-3;4.1600;-3.0000;0.0E+0
400;202.0000E-3;4.1600;-3.0000;832.6908E-3
500;202.0000E-3;4.1600;-3.0000;1.0380
600;198.0000E-3;4.1600;-3.0000;0.0E+0
700;200.0000E-3;4.1600;-3.0000;241.9355E-3
800;200.0000E-3;4.1600;-3.0000;1.1060
900;200.0000E-3;4.1600;-3.0000;1.8589
1000;200.0000E-3;4.1600;-3.0000;1.7241
1500;202.0000E-3;4.1600;-3.0000;624.2775E-3
2000;202.0000E-3;4.1600;-3.0000;1.3788
2500;202.0000E-3;4.1600;-3.0000;2.2382
3000;202.0000E-3;4.1600;-3.0000;1.4550
3500;202.0000E-3;4.1600;-3.0000;726.7833E-3
4000;202.0000E-3;4.1600;-3.0000;1.6539
4500;202.0000E-3;4.1600;-3.0000;935.8752E-3
5000;204.0000E-3;4.1600;-3.0000;2.4277
5500;204.0000E-3;4.1600;-3.0000;1.5254
6000;202.0000E-3;4.1600;-3.0000;3.3256
6500;204.0000E-3;4.1600;-3.0000;3.5821
7000;202.0000E-3;4.1600;-3.0000;970.3504E-3
7500;202.0000E-3;4.1600;-3.0000;3.3815
8000;206.0000E-3;4.1600;-3.0000;3.6000
8500;204.0000E-3;4.1600;-3.0000;2.6514
9000;206.0000E-3;4.1600;-3.0000;2.8125
9500;204.0000E-3;4.1600;-3.0000;2.6374
10000;204.0000E-3;4.1600;-3.0000;4.1379
10500;206.0000E-3;4.1600;-3.0000;3.4458
11000;206.0000E-3;4.1600;-3.0000;4.5570
11500;206.0000E-3;4.1600;-3.0000;5.1542
12000;206.0000E-3;4.1600;-3.0000;4.9655
12500;206.0000E-3;4.1600;-3.0000;5.1923
13000;206.0000E-3;4.1600;-3.0000;6.2843
13500;204.0000E-3;4.1600;-3.0000;5.2987
14000;204.0000E-3;4.1600;-3.0000;6.8984
14500;206.0000E-3;4.1600;-3.0000;6.3628
15000;206.0000E-3;4.1600;-3.0000;6.0519
15500;204.0000E-3;4.1600;-3.0000;5.8929
16000;206.0000E-3;4.1600;-3.0000;6.6122
16500;204.0000E-3;4.1600;-3.0000;5.9173
17000;204.0000E-3;4.1600;-3.0000;6.4635
17500;204.0000E-3;4.1600;-3.0000;6.4430
18000;206.0000E-3;4.1600;-3.0000;8.2854
18500;206.0000E-3;4.1600;-3.0000;7.0296
19000;204.0000E-3;4.1600;-3.0000;8.1022
19500;206.0000E-3;4.1600;-3.0000;7.8554
20000;204.0000E-3;4.1600;-3.0000;7.6056
