5;198.0000E-3;200.0000E-3;-5.5001;0.0E+0
10;200.0000E-3;200.0000E-3;-5.5080;-1.3846
15;200.0000E-3;200.0000E-3;-5.5061;-520.2312E-3
20;200.0000E-3;200.0000E-3;-5.5093;0.0E+0
30;200.0000E-3;200.0000E-3;-5.4954;-830.4498E-3
40;200.0000E-3;200.0000E-3;-5.4985;-414.7465E-3
50;200.0000E-3;200.0000E-3;-5.5087;347.4903E-3
60;200.0000E-3;200.0000E-3;-5.5049;-137.8254E-3
70;198.0000E-3;200.0000E-3;-5.5072;-180.3908E-3
80;198.0000E-3;200.0000E-3;-5.4972;0.0E+0
90;202.0000E-3;200.0000E-3;-5.5118;623.3766E-3
100;200.0000E-3;200.0000E-3;-5.5021;-345.4894E-3
200;200.0000E-3;200.0000E-3;-5.4997;0.0E+0
300;198.0000E-3;200.0000E-3;-5.4891;622.1198E-3
400;200.0000E-3;200.0000E-3;-5.4887;276.0736E-3
500;200.0000E-3;200.0000E-3;-5.4871;345.4894E-3
600;200.0000E-3;200.0000E-3;-5.5120;-415.2249E-3
700;200.0000E-3;200.0000E-3;-5.4866;1.9303
800;198.0000E-3;200.0000E-3;-5.4906;1.3867
900;200.0000E-3;200.0000E-3;-5.4665;1.2451
1000;200.0000E-3;200.0000E-3;-5.5021;-1.0365
1500;202.0000E-3;200.0000E-3;-5.4862;-4.7641
2000;202.0000E-3;200.0000E-3;-5.4780;552.1472E-3
2500;202.0000E-3;200.0000E-3;-5.4964;-173.4940E-3
3000;202.0000E-3;200.0000E-3;-5.5010;412.8440E-3
3500;202.0000E-3;200.0000E-3;-5.4796;-970.3504E-3
4000;202.0000E-3;200.0000E-3;-5.4900;-556.4142E-3
4500;202.0000E-3;200.0000E-3;-5.4969;309.2784E-3
5000;204.0000E-3;200.0000E-3;-5.4738;-690.9789E-3
5500;202.0000E-3;200.0000E-3;-5.4649;0.0E+0
6000;202.0000E-3;200.0000E-3;-5.4831;1.6590
6500;204.0000E-3;200.0000E-3;-5.4694;0.0E+0
7000;202.0000E-3;200.0000E-3;-5.4839;-481.9277E-3
7500;206.0000E-3;200.0000E-3;-5.5025;-1.5540
8000;202.0000E-3;200.0000E-3;-5.4995;1.6514
8500;204.0000E-3;200.0000E-3;-5.4962;293.6378E-3
9000;204.0000E-3;200.0000E-3;-5.4887;-934.2561E-3
9500;204.0000E-3;200.0000E-3;-5.4879;-327.2727E-3
10000;204.0000E-3;200.0000E-3;-5.4973;2.4184
10500;206.0000E-3;200.0000E-3;-5.4911;-1.0953
11000;206.0000E-3;200.0000E-3;-5.4928;1.8987
11500;206.0000E-3;200.0000E-3;-5.4628;0.0E+0
12000;204.0000E-3;200.0000E-3;-5.4712;-412.8440E-3
12500;204.0000E-3;200.0000E-3;-5.4508;-861.2440E-3
13000;204.0000E-3;200.0000E-3;-5.4551;-902.2556E-3
13500;206.0000E-3;200.0000E-3;-5.4606;774.5267E-3
14000;204.0000E-3;200.0000E-3;-5.4856;-322.5806E-3
14500;206.0000E-3;200.0000E-3;-5.4570;-333.0250E-3
15000;206.0000E-3;200.0000E-3;-5.4897;-173.0769E-3
15500;206.0000E-3;200.0000E-3;-5.4763;0.0E+0
16000;204.0000E-3;200.0000E-3;-5.4598;0.0E+0
16500;206.0000E-3;200.0000E-3;-5.4917;0.0E+0
17000;204.0000E-3;200.0000E-3;-5.4783;0.0E+0
17500;206.0000E-3;200.0000E-3;-5.4976;403.1355E-3
18000;202.0000E-3;200.0000E-3;-5.4793;620.6897E-3
18500;206.0000E-3;200.0000E-3;-5.4831;425.0295E-3
19000;206.0000E-3;200.0000E-3;-5.4693;-1.0922
19500;204.0000E-3;200.0000E-3;-5.4860;0.0E+0
20000;208.0000E-3;200.0000E-3;-5.5017;-230.1790E-3
