5;198.0000E-3;5.0400;-2.5081;1.3820
10;200.0000E-3;5.0400;-2.5104;-1.7341
15;200.0000E-3;5.0400;-2.5069;0.0E+0
20;198.0000E-3;5.0400;-2.5064;1.1060
30;198.0000E-3;5.0400;-2.5058;-207.3733E-3
40;200.0000E-3;5.0800;-2.5057;-1.1094
50;200.0000E-3;5.0800;-2.5037;1.7274
60;198.0000E-3;5.0800;-2.5108;415.0653E-3
70;198.0000E-3;5.0800;-2.5096;483.8710E-3
80;202.0000E-3;5.0400;-2.5100;276.3916E-3
90;198.0000E-3;5.0400;-2.5094;309.9440E-3
100;200.0000E-3;5.0400;-2.5110;-691.6427E-3
200;198.0000E-3;5.0400;-2.5113;827.9034E-3
300;200.0000E-3;5.0400;-2.5122;-623.5566E-3
400;202.0000E-3;5.0400;-2.5100;-832.6908E-3
500;202.0000E-3;5.0400;-2.5133;0.0E+0
600;200.0000E-3;5.0400;-2.5099;414.7465E-3
700;200.0000E-3;5.0400;-2.5143;1.2064
800;202.0000E-3;5.0400;-2.5125;2.2120
900;202.0000E-3;5.0400;-2.5083;-730.9645E-3
1000;200.0000E-3;5.0400;-2.5060;-346.4870E-3
1500;202.0000E-3;5.0400;-2.5116;1.1376
2000;202.0000E-3;5.0400;-2.5146;1.3767
2500;202.0000E-3;5.0000;-2.5003;1.7241
3000;202.0000E-3;5.0400;-2.5068;1.8599
3500;202.0000E-3;5.0400;-2.5066;1.6935
4000;202.0000E-3;5.0400;-2.5055;1.3825
4500;202.0000E-3;5.0400;-2.5054;3.4021
5000;202.0000E-3;5.0400;-2.5077;2.4138
5500;202.0000E-3;5.0400;-2.4995;3.4177
6000;202.0000E-3;5.0400;-2.5013;2.8966
6500;202.0000E-3;5.0400;-2.5059;2.2556
7000;204.0000E-3;5.0400;-2.5084;4.1019
7500;202.0000E-3;5.0400;-2.5075;3.8793
8000;206.0000E-3;5.0400;-2.5046;4.4240
8500;206.0000E-3;5.0400;-2.4979;4.4046
9000;206.0000E-3;5.0400;-2.5059;4.6552
9500;204.0000E-3;5.0000;-2.5121;5.2459
10000;204.0000E-3;5.0400;-2.5074;5.5278
10500;206.0000E-3;5.0400;-2.5047;4.7177
11000;206.0000E-3;5.0400;-2.5121;5.6962
11500;204.0000E-3;5.0000;-2.4948;6.3576
12000;206.0000E-3;5.0400;-2.5051;5.3917
12500;204.0000E-3;5.0400;-2.5064;5.6386
13000;204.0000E-3;5.0400;-2.4995;6.2843
13500;204.0000E-3;5.0400;-2.5006;6.3731
14000;206.0000E-3;5.0000;-2.5013;6.3016
14500;206.0000E-3;5.0000;-2.4988;6.6728
15000;206.0000E-3;5.0000;-2.4991;7.9310
15500;206.0000E-3;5.0000;-2.4926;7.8261
16000;206.0000E-3;5.0000;-2.4907;7.7538
16500;206.0000E-3;5.0000;-2.5085;7.6190
17000;206.0000E-3;5.0000;-2.5055;7.6387
17500;206.0000E-3;5.0000;-2.5077;6.6892
18000;206.0000E-3;5.0000;-2.5023;8.3045
18500;206.0000E-3;5.0000;-2.5135;9.3617
19000;204.0000E-3;5.0000;-2.5163;9.6350
19500;206.0000E-3;5.0000;-2.5067;9.2597
20000;206.0000E-3;5.0000;-2.5010;10.1149
