5;198.0000E-3;3.2400;-3.5200;-1.9029
10;198.0000E-3;3.2400;-3.5200;1.0355
15;200.0000E-3;3.2400;-3.5200;776.9784E-3
20;202.0000E-3;3.2400;-3.5200;0.0E+0
30;200.0000E-3;3.2400;-3.5200;1.4516
40;200.0000E-3;3.2400;-3.5200;829.4931E-3
50;200.0000E-3;3.2400;-3.5200;690.9789E-3
60;200.0000E-3;3.2400;-3.5200;2.0690
70;200.0000E-3;3.2400;-3.5200;-483.8710E-3
80;200.0000E-3;3.2400;-3.5200;1.9355
90;200.0000E-3;3.2400;-3.5200;310.8808E-3
100;200.0000E-3;3.2400;-3.5200;-1.0405
200;200.0000E-3;3.2400;-3.5200;832.6908E-3
300;200.0000E-3;3.2400;-3.5200;416.0647E-3
400;200.0000E-3;3.2400;-3.5200;1.1077
500;198.0000E-3;3.2400;-3.5200;1.2075
600;202.0000E-3;3.2400;-3.5200;2.8966
700;202.0000E-3;3.2400;-3.5200;1.2129
800;202.0000E-3;3.2400;-3.5199;414.9059E-3
900;202.0000E-3;3.2400;-3.5200;0.0E+0
1000;202.0000E-3;3.2400;-3.5200;1.3793
1500;200.0000E-3;3.2400;-3.5200;1.4566
2000;202.0000E-3;3.2400;-3.5200;1.5231
2500;202.0000E-3;3.2400;-3.5200;2.7639
3000;202.0000E-3;3.2400;-3.5199;2.0761
3500;202.0000E-3;3.2400;-3.5200;1.4516
4000;202.0000E-3;3.2400;-3.5200;2.7565
4500;202.0000E-3;3.2400;-3.5200;1.8589
5000;202.0000E-3;3.2400;-3.5200;1.0405
5500;202.0000E-3;3.2400;-3.5200;2.2833
6000;206.0000E-3;3.2400;-3.5200;3.3103
6500;202.0000E-3;3.2400;-3.5200;2.2500
7000;204.0000E-3;3.2400;-3.5200;1.9355
7500;204.0000E-3;3.2400;-3.5200;1.5652
8000;204.0000E-3;3.2400;-3.5200;3.0415
8500;204.0000E-3;3.2400;-3.5200;3.2459
9000;206.0000E-3;3.2400;-3.5200;3.4050
9500;204.0000E-3;3.2400;-3.5200;2.6374
10000;202.0000E-3;3.2400;-3.5200;3.4549
10500;204.0000E-3;3.2400;-3.5200;2.1818
11000;206.0000E-3;3.2400;-3.5200;3.4177
11500;204.0000E-3;3.2400;-3.5200;4.3805
12000;206.0000E-3;3.2400;-3.5200;3.3333
12500;206.0000E-3;3.2400;-3.5200;4.3373
13000;204.0000E-3;3.2400;-3.5197;3.1421
13500;206.0000E-3;3.2400;-3.5196;3.7338
14000;206.0000E-3;3.2400;-3.5200;3.8814
14500;206.0000E-3;3.2400;-3.5179;5.0046
15000;206.0000E-3;3.2400;-3.5200;3.4682
15500;206.0000E-3;3.2400;-3.5191;5.3360
16000;206.0000E-3;3.2400;-3.5200;4.6201
16500;206.0000E-3;3.2400;-3.5200;4.9367
17000;206.0000E-3;3.2400;-3.5200;5.1092
17500;206.0000E-3;3.2400;-3.5198;5.8520
18000;206.0000E-3;3.2400;-3.5190;7.6464
18500;206.0000E-3;3.2400;-3.5200;5.5648
19000;206.0000E-3;3.2400;-3.5199;6.9818
19500;206.0000E-3;3.2400;-3.5197;6.9489
20000;206.0000E-3;3.2400;-3.5160;6.9142
